parent_id,parent,reply,character
21944,This is where I used to keep my computer.,"Oh, right! I remember…",Pam
21945,"Oh, right! I remember…",But then I moved it.,Pam
21946,But then I moved it.,with the picture.,Pam
21947,with the picture.,"Yeah, yeah, but I uh… I switched stuff around because I actually needed like more room for organization. So…",Pam
21948,"Yeah, yeah, but I uh… I switched stuff around because I actually needed like more room for organization. So…",Sure.,Pam
21949,Sure.,"So this is like, um, an organization station…",Pam
21950,"So this is like, um, an organization station…",Oooooh!,Pam
21951,Oooooh!,Hey!,Pam
21952,Hey!,"Well, there he is!",Pam
21953,How are ya?,"Hi, handsome!",Pam
21954,You look great!,"Oh, thank you! So! We ready for dinner?",Pam
21955,"Oh, thank you! So! We ready for dinner?","Well, you know… actually, I kind of need to stall a bit. But, it’s okay, because I am very used to killing time.",Pam
21956,"Well, you know… actually, I kind of need to stall a bit. But, it’s okay, because I am very used to killing time.","Oh, I don’t believe that.",Pam
21957,"Okay, I’m going to go wait in the parking lot. And what kind of tunes you want for the ride? Little, uh, classical? Or oldies?","Oh, anything is fine.",Pam
21958,"All right, I’ll see ya.",So which one is Jim?,Pam
21959,So which one is Jim?,Mom!,Pam
21960,Mom!,I just wanted to know.,Pam
21961,I just wanted to know.,No.,Pam
21962,No.,All right. Okay.,Pam
21963,All right. Okay.,Ten minutes.,Pam
21964,Ten minutes.,Okay.,Pam
21965,Okay.,Then we can go to dinner.,Pam
21966,Then we can go to dinner.,I’ll make myself busy.,Pam
21967,"Good morning, Pam.","Good morning, Michael.",Pam
21968,What’s going on?,Nothing. You look nice today.,Pam
21969,What?,You look real thin.,Pam
21970,I don’t get what you mean.,You just… You look good. Your shirt looks… You look real good.,Pam
21971,"Well, you said I looked thin, so what does… Does that mean I’m like thin weird or thin handsome or…","Thin handsome, Michael.",Pam
21972,"Office romance. For example, Pam and I are dating, do we have to disclose that?",We’re not dating.,Pam
21973,"No, but I’m saying hypothetically if we were dating…","We’re not dating, I’m engaged.",Pam
21974,"Well, Roy is dead, and I ask you out.",I would say no.,Pam
21975,"You say yes, and we go out.",I would drown myself.,Pam
21976,Hey.,I know we’re having that harassment thing this afternoon.,Pam
21977,Yeah.,"Sometimes when we IM, I send you that little winking face with the lipstick.",Pam
21978,Yeah?,Yeah. I realize that might be harassment.,Pam
21979,"Yes, it is harassment and I’m going to be suing the winking face. I’ve hired the angry face as my lawyer and you will be hearing from him pretty soon.",Okay.,Pam
21980,...,...,Pam
21981,Mm-hmm.,"Sometimes when he’s not here, I try to throw stuff in it.",Pam
21982,No way. Let’s do this Oh.,Here.,Pam
21983,Wind.,Try paperclips. Oh wait. This message. For Dwight.,Pam
21984,Perfect.,Oh.,Pam
21985,"Oh, most honorable Pamera. Not offensive, because that’s the way they talk in movies.",You headed out?,Pam
21986,We are. Dwight and I are going to the big thing. So why don’t you have everybody work on their expense reports and I’d like them in by the end of the day.,Ok.,Pam
21987,Very good.,Have a great time.,Pam
21988,"We will. Um, did you do the thing I asked you to do about the magazines?","Yeah, I changed them to your new address.",Pam
21989,Good. The Small Business Man?,Yup.,Pam
21990,Maxim? American Way? Cracked?,"Yes, I changed your Cracked magazine subscription.",Pam
21991,"How about, uh, Fine Arts? Aficionado Monthly?",...,Pam
21992,"NO, well can you get on that, because I don’t just read Cracked. Thank you.",Yeah.,Pam
21993,"Yes it does. Yes it does my friend. Ok, we will be competing for gold, silver and bronze yogurt lids.","Now the bronze are really blue, and they’re also the back side of the gold, so no flipping. K? Honor system.",Pam
21994,"You have what is the national sport of Icelandic paper companies. And I’m blanking on the name, can you help me out Pam?","Jim, they refer to it as Flonkerton.",Pam
21995,Hum.,"In English, box of paper snowshoe racing.",Pam
21996,Here we go. Here we go.,Go! Go! Go!,Pam
21997,"Dig deep, dig deep! OHHHhhh! It’s Phyllis!",It’s Phyllis!,Pam
21998,Phyllis by a nose. Gold medal in Flernenton.,Flonkerton.,Pam
21999,I’m sure.,"Come on Angela, don’t you have a game?",Pam
22000,"I have one, yes.","Well, let’s play, what is it?",Pam
22001,I call it Pam Pong. I count how many times Jim gets up from his desk and goes to reception to talk to you.,We’re friends.,Pam
22002,What? Oh my god. Where did you have time to make that?,Automatic voicemail.,Pam
22003,"Alright Pam, alright . Nice work!",...,Pam
22004,Hey.,I have 59 voicemails.,Pam
22005,"Mmm. Hey, can you ignore those and do something for me instead?",Sure.,Pam
22006,"Okay, today. 5 o’clock. Closing Ceremonies.",Really?,Pam
22007,Notify the athletes.,Cool.,Pam
22008,"Oh, Pam? Can I see you in here for a second? It’s important, so…",Okay. What? What is this?,Pam
22009,I found Dwight’s wallet in the parking lot.,"Oh, my God. What are we gonna do?",Pam
22010,"I don’t know. I don’t know. I don’t know what the best play is. Do we tear everything up, or do we buy a horse on the Internet? I mean, I don’t know what to do. What do you think?",I know. I know what to do.,Pam
22011,"Okay, what?",Okay. Put everything back exactly how you found it.,Pam
22012,I’m serious. What did you do to it?,"Dwight, I swear, we didn’t do anything.",Pam
22013,What do you call it? Schruteball?,Okay. How about skeet Schruteing?,Pam
22014,Did you just come up with that?,Mmm-hmmm.,Pam
22015,That is good. That’s it. That’s what it is.,Thank you.,Pam
22016,Wow.,"Oh, oh.",Pam
22017,"Oh, Somebody went in. That was a team effort, Pam.",Oh!,Pam
22018,So we’re still on for lunch? You’re meeting me here? Okay. Great. Bye.,Hey! You can just give her your extension.,Pam
22019,"And, um…",…Would You Rather?,Pam
22020,Wow.,Legends of the Fall?,Pam
22021,"Wow. Bridges of Madison County, Legally Blond, these movies are just… .","Well, I kind of liked Legal…",Pam
22022,"Wait, wait, wait. Pam. No. Do you understand? The… the game is Desert Island Movies, not guilty pleasure movies. Desert Island Movies are the movies you’re going to watch for the rest of your life! Forever! Unforgivable.",I take it back.,Pam
22023,Unforgivable.,I take it back!,Pam
22024,Pam? Get us back into it.,Okay.,Pam
22025,Five movies. Go ahead.,"Um, Fargo, um, Edward Scissorhands, Dazed and Confused…",Pam
22026,"Ooh, definitely in my top five.","Yes. In my top three, so suck it.",Pam
22027,What?,Breakfast Club. Um… The Princess Bride and…,Pam
22028,Okay that’s five.,"No, my all time favorite!",Pam
22029,"Pam, play by the rules.",All time favorite.,Pam
22030,"Yeah, it’s all him and Michael talk about anymore.","You know, I bet Ryan thinks to himself ‘I wish I were a volunteer sheriff on the weekends’.",Pam
22031,He doesn’t even know that I do that.,You should tell him.,Pam
22032,"Oh yeah, Pam. Right. That’s going to help things, just talk it out. I hope the war goes on forever and Ryan gets drafted.",Dwight.,Pam
22033,Thanks you guys. I just need some alone time.,Kay.,Pam
22034,Nothing.,Hey!,Pam
22035,How about you Pam?,Um… Oscar’s kind of cute.,Pam
22036,"Yeah, I like Oscar.","Ooh, Toby!",Pam
22037,"Seventy and clear, that’s nice. Where’s that?",That’s here.,Pam
22038,"Oh, the best.","Yeah, it was great because it was like you’re supposed to be working, but nothing ever gets done.",Pam
22039,"Yeah, we had outside classes all the time and we never did anything.",...,Pam
22040,"Actually if I had fewer outside classes, I probably wouldn’t be stuck here at a paper company.",You’re not stuck.,Pam
22041,Toby and I used to sit together until Michael moved us because he thought we talked too much.,Really?,Pam
22042,"Happy Halloween, everyone! Oh… that’s great!",Hey… Happy Halloween. Jan called.,Pam
22043,"I mean you hear about layoffs in the news, but when you actually have to do it yourself, it is heavy stuff. It’s… these are people’s lives you’re talking about.",You wanted me?,Pam
22044,Yes.,Papier-mache?,Pam
22045,Yes.,Hmm.,Pam
22046,Yeeesh.,Mm-hmm.,Pam
22047,"Um, Pam, I have to let somebody go today. This is, uh, the hardest thing I’ve ever had to do.",Why did you put it off until Halloween?,Pam
22048,Because it’s very scary stuff.,I think it’s gonna put a damper on the party a little.,Pam
22049,You’re worried about the party? There’s a man’s life at stake here.,So it’s a man?,Pam
22050,"No. Or a woman. A human life. If you had to guess, who it would be based on their job performance… and who you think deserved to be fired – who would that be?",I just answer the phone.,Pam
22051,And… sometimes you just let it go to voicemail.,You’re costume is fantastic!,Pam
22052,I know. I sent away for it in July from a catalog.,"Oh no, don’t, don’t, don’t, don’t. Aah! Okay…",Pam
22053,"Okay, okay…",A dog-like obedience to authority,Pam
22054,Nice.,But that doesn’t sound good.,Pam
22055,Those aren’t chips and dip.,"No, I made brownies.",Pam
22056,Uh!,… What?,Pam
22057,I’m just trying to figure out why you’re sabotaging things.,I made brownies.,Pam
22058,Um… it’s in Maryland.,"Yeah, but I mean, look at the salary. And it’s definitely a step up. And a challenge.",Pam
22059,Yeah. Yeah. You know what? Maybe… maybe I will.,Jim…,Pam
22060,It wasn’t me.,Oh. That was like crazy. ‘Cause I was…,Pam
22061,I don’t want to stay until seven again this year.,I don’t really have any control over that Stanley.,Pam
22062,"Hello, oh God, busy work. Ahh, get away, cretin.","Umm, I put stickers so you know where to sign.",Pam
22063,"Yes, thank you. I know where to sign.",It’s just last year you…,Pam
22064,"Last year they were out of order, weren’t they Pam?","Well, the last pick-up for overnight deliveries is at seven. So you need to have them signed by then. Or much earlier.",Pam
22065,Updating emergency contacts.,"Well, is that really a priority?",Pam
22066,"You making this up as you go along, aren’t you?",I am just following the website.,Pam
22067,"Well, at least I don’t have cavities.","Yes, you have very nice teeth.",Pam
22068,"And this is more a ying-yang thing. The ‘Michael’ all cursive, the ‘Scott’ all caps. Left brain, right brain. Or, duality of man.",Could you practice on the forms?,Pam
22069,"Ok, he has to be stopped. Please, please, please, please, just ask Michael.",I don’t know.,Pam
22070,"Ok, I’ll buy you a bag of chips.",French Onion?,Pam
22071,Obviously.,Ok.,Pam
22072,Go away.,I just have a quick question.,Pam
22073,"I haven’t signed them, ok?","No, it’s not that. Um, I was just wondering, since I’m probably going to have to stay late, could you ask Dwight to stay late too so he can walk me to my car?",Pam
22074,"Come in. Um, Pam, I hate to break this to you but Dwight can’t stop you from being mugged. He’s just not tough enough.",He’s a purple belt. That’s really high.,Pam
22075,"Oh, I could beat up Dwight. That’s ridiculous. I could murder him.","It’s just out there, you…",Pam
22076,"Oh, so that’s what they are saying?",Yeah.,Pam
22077,"Wow, that is really interesting.",What?,Pam
22078,Your love line- I’m just kidding. I can’t see anything.,"Well, look closer.",Pam
22079,"Oh, ok.",Once point for me.,Pam
22080,Tied up.,"Oh, you’re dead.",Pam
22081,"What, what are you going to do? Bring it, Beesley. Bring it. Oh yeah, good move. Not such an ultimate fighter now.","Hey, put me down. Put me down. Oh my god, hey, put me down. Hey…",Pam
22082,"Later, Kev. Have a good weekend.","Yeah, you too.",Pam
22083,"Well, you don’t even have anyone to go home to, Toby.",The shipping place closes in a half hour.,Pam
22084,"All right. Here you go, Princess. Just finished with part one.",This is what you had Ryan do.,Pam
22085,"Yes, under my tutelage.","Well, what about the other stuff that has to be in today?",Pam
22086,Good.,"Wait, are those Michael’s Levis?",Pam
22087,That is unbelievable.,What is going on?,Pam
22088,We are doing worst first dates.,"Oh my God, I win! Ok, it was a minor league hockey game. He brought his brother, and when I went to the bathroom, the game ended and they forgot about me.",Pam
