quote_id,quote,character
1609,"Yeah, if I could have seen what he just did, I think I would have gotten angry.",Pam
1610,"So many memories in this old gym. Pretending I have PMS so I didn’t have to play volleyball, pretending I have PMS so I didn’t have to play basketball. Those were the days!",Pam
1611,"My old art room. Oh, maybe it’s still here! No. No they must have taken it down. Never mind.",Pam
1612,"I wouldn’t go if things weren’t so solid with Jim. And down the road, if we have a family, I couldn’t go then either. So, the timing’s perfect… And that is the first time I’ve ever used the word “perfect” in here!",Pam
1613,"Is Jim gonna propose tonight? He is, isn’t he? No, he’s not… Is he?",Pam
1614,"I’m gonna to miss Toby. He has a nice, calming presence in the office.",Pam
1615,"Don’t tell him I said this, but I always thought he was kinda cute.",Pam
1616,"Oh look, they’re starting.",Pam
1617,"I don’t know, I just, I really thought Jim was gonna propose tonight…",Pam
1618,"Tomorrow I start a three-month design program at the Pratt Institute in New York. I will be a little fish in the big apple. What up, 212?",Pam
1619,"New York is so exciting. I love my classes. The city’s awesome. Um, can you give me back to Jim now, please?",Pam
1620,"I’m not frustrated. Even if I were in Scranton, Jim and I would have days like this. We’re just… a little out of sync. You know, that’s all. Oh, great. I washed my lipstick.",Pam
1621,"New York, as it turns out, is very expensive, and I ran out of money. I thought about selling a kidney, but Michael offered to get me a part-time job at corporate.",Pam
1622,"Of course, now Michael knows where to reach me 16 to 18 hours a week.",Pam
1623,"So apparently no one dresses up for Halloween here. I wish I had known that before I used greasepaint for my moustache. And I can’t even take off my hat, because then I’m Hitler.",Pam
1624,"I asked Tom and Pete to come early so we could play a prank on Jim at lunch! Pretty awesome, right? I think they’re into the idea. They’re probably thinking, “That Pam Beasly, she’s the coolest sister-in-law on the planet. She’s the best! The absolute best.”",Pam
1625,They came up with that idea really fast.,Pam
1626,Jim? Jim?,Pam
1627,Na na na na na. Na na na na na na na.,Pam
1628,Right Dwight is loud.,Pam
1629,"Oh, come on! Do you see this? Disgusting.",Pam
1630,"So, I guess that’s how they’re gonna play this. It is on. It is so on.",Pam
1631,"Look, I really need this new chair. I mean, seriously, how is it possible that in five years I’ve had two engagement rings, and only one chair?",Pam
1632,"Angela made several 911 calls about cars going too fast in front of the building, so the police put up a radar gun. It’s actually caused a bit of a traffic hazard.",Pam
1633,My dad spent the night at our place last night. My parents have been fighting for weeks and… it kinda sucks. Jim’s been great. But I’m gonna need to buy my dad a robe.,Pam
1634,"Hi dad. Yeah Jim has shaving cream, check our bathroom.",Pam
1635,"Dunder Mifflin this is Pam. Oh, hey Mom. No, what did Dad say?",Pam
1636,What could Jim have said to make my dad want to leave my mom? And at what point in our marriage is he gonna say it to me?,Pam
1637,"Dunder Mifflin this is Pam. Uh, I’m sorry, Michael’s not here right now can I take a message? Great. I will. Thanks.",Pam
1638,"Hey Dad. No I know, Mom told me. Ok. Yeah I’ll see ya then.",Pam
1639,When you’re a kid you assume your parents are soul mates. My kids are gonna be right about that. I guess it also means that sometimes love affairs look different to the people inside them.,Pam
1640,"I hate the idea that someone out there hates me. I even hate thinking that Al-Qaeda hates me. I think if they got to know me, they wouldn’t hate me. But Karen knows me, and she still hates me, so…",Pam
1641,"Okay, uh, point at the Dunder Mifflin.",Pam
1642,"So, detour. We’re now adding Nashua to the Lecture Circuit so Michael can confront Holly and get some closure. Nashua actually sounded very excited on the phone. I don’t think they get a lot of visitors. Because their office is only accessible by cross-country skis. Hey-oh! I’ve been driving too long.",Pam
1643,"Okay, a little bit more closer to the sign. Yeah.",Pam
1644,"Blazer. Freckles. Penguin. K.D. Lang. Holly’s boyfriend. These mnemonic devices help to make a connection, and then, also to help you memorize names. I have a chainsaw! Cutting down the competition.",Pam
1645,Don’t look up. Don’t look up.,Pam
1646,"They have new phone systems now that can ring directly to a salesman, or someone presses star and they go to accounting, basically 95% of my job. But I’d like to see a machine that puts out candy for everyone. Vending machine.",Pam
1647,"Dunder Mifflin, this is Pam. Oh hi ,David. No, I’m sorry he’s not back from the Civil Rights rally. I’ll have him call you the minute he gets back from the Lincoln Memorial.",Pam
1648,"When Michael’s skirting a phone call, he gave me a list of places to say he is. ‘Stopping a fight in the parking lot. ‘ ‘An Obama fashion show. ‘ Whatever… that is. Or ‘trapped in an oil painting.’ I’m gonna save that one.",Pam
1649,He finally has a story everyone wants to hear… and he knows it.,Pam
1650,"During the course of business, a copier goes though something called ‘Normal wear and tear.’",Pam
1651,"Yesterday, they delivered the new one. But they didn’t set it up. So my day just got a little more interesting.",Pam
1652,"I’m at a crucial point where I have sunk 4 hours into that copier, and I am not going to let it beat me like that wireless router did.",Pam
1653,"I did it. I learned everything about this machine. I know all the buttons, even the inside ones. I know all the error messages. I could do a bound book, in plastic with offset colors. Which feels…",Pam
1654,"I make that one copy, and I become the girl who makes copies, and by the end of the day I’m receptionist again. And the worst part is, I like making copies. The paper comes out all warm and stuff. And it’s cold in there. Cause it’s technically a closet.",Pam
1655,I’m just gonna sit here for a little bit longer if that’s okay. The air smells so good. I don’t remember it smelling so good. The chairs are so comfortable.,Pam
1656,I’m here. I’m a part of this now.,Pam
1657,We got the van at a used car lot. We think it says “Alleluia Church of Scranton.” in Korean. It was either this or an old school bus with an owl living in it.,Pam
1658,"When a child gets behind the wheel of a car and runs into a tree, You don’t blame the child. He didn’t know any better. You blame the 30-year-old woman who got in the passenger seat and said, “Drive, kid. I trust you.”",Pam
1659,"If you don’t take out his battery, he just keeps going all day.",Pam
1660,Maybe I played a little in junior high… and in high school… maybe a little in college… and went to volleyball camp most summers.,Pam
1661,"This is the last day of our summer interns. It’s been nice. We haven’t had interns for a while, ever since Michael’s Monica Lewinsky incident. He didn’t do anything sexual. He just made far, far too many Monica Lewinsky jokes. It was just easier for corporate to shut down the program.",Pam
1662,It’s clear why we were trying not to tell people. That’s clear now.,Pam
1663,"We invited everyone in the office to our wedding. Even though we realized most people wouldn’t be able to make the drive to Niagara Falls. Which is why we’re having it in Niagara Falls. Then Michael told everyone they could have Friday and Monday off, if they came. So now, people have to decide if they want to come to our wedding or have to work.",Pam
1664,"It’s awkward asking people for money, but we could really use it. Why doesn’t Crate & Barrel let you register for a toaster full of cash?",Pam
